text,intent,source,rejected_intent,family,held_out,symptom,axis,role
would you raise the volume for me,Cmd.VolumeIncrease,F2_direction,,,,,,
turn up my aids,Cmd.VolumeIncrease,F2_direction,,,,,,
lift the volume,Cmd.VolumeIncrease,F2_direction,,,,,,
reduce the sound a bit,Cmd.VolumeDecrease,F2_direction,,,,,,
would you increase the sound for me,Cmd.VolumeIncrease,F2_direction,,,,,,
boost the sound a bit,Cmd.VolumeIncrease,F2_direction,,,,,,
switch the sound off for now,Cmd.VolumeMute,F2_direction,,,,,,
would you bring up the volume for me,Cmd.VolumeIncrease,F2_direction,,,,,,
reduce my aids,Cmd.VolumeDecrease,F2_direction,,,,,,
cut back the sound,Cmd.VolumeDecrease,F2_direction,,,,,,
decrease the sound a bit,Cmd.VolumeDecrease,F2_direction,,,,,,
would you pump up the sound for me,Cmd.VolumeIncrease,F2_direction,,,,,,
lower my hearing aids,Cmd.VolumeDecrease,F2_direction,,,,,,
soften the sound a bit,Cmd.VolumeDecrease,F2_direction,,,,,,
raise the sound,Cmd.VolumeIncrease,F2_direction,,,,,,
please step down the level,Cmd.VolumeDecrease,F2_direction,,,,,,
decrease the audio please,Cmd.VolumeDecrease,F2_direction,,,,,,
push up the sound,Cmd.VolumeIncrease,F2_direction,,,,,,
lift the sound a bit,Cmd.VolumeIncrease,F2_direction,,,,,,
bring down the audio please,Cmd.VolumeDecrease,F2_direction,,,,,,
push up the volume,Cmd.VolumeIncrease,F2_direction,,,,,,
increase my aids,Cmd.VolumeIncrease,F2_direction,,,,,,
can you raise the sound,Cmd.VolumeIncrease,F2_direction,,,,,,
lower the sound,Cmd.VolumeDecrease,F2_direction,,,,,,
give me sound again please,Cmd.VolumeUnmute,F2_direction,,,,,,
can you amplify the volume,Cmd.VolumeIncrease,F2_direction,,,,,,
can you boost the volume,Cmd.VolumeIncrease,F2_direction,,,,,,
can you push up the volume,Cmd.VolumeIncrease,F2_direction,,,,,,
can you damp down the sound,Cmd.VolumeDecrease,F2_direction,,,,,,
damp down my aids,Cmd.VolumeDecrease,F2_direction,,,,,,
would you push up the sound for me,Cmd.VolumeIncrease,F2_direction,,,,,,
can you bring down the sound,Cmd.VolumeDecrease,F2_direction,,,,,,
would you dial down the volume for me,Cmd.VolumeDecrease,F2_direction,,,,,,
lower it a little,Cmd.VolumeDecrease,F2_direction,,,,,,
amplify it a little,Cmd.VolumeIncrease,F2_direction,,,,,,
step down my hearing aids,Cmd.VolumeDecrease,F2_direction,,,,,,
please push up the level,Cmd.VolumeIncrease,F2_direction,,,,,,
would you push down the sound for me,Cmd.VolumeDecrease,F2_direction,,,,,,
please bring down the level,Cmd.VolumeDecrease,F2_direction,,,,,,
pump up the sound a bit,Cmd.VolumeIncrease,F2_direction,,,,,,
pump up my aids,Cmd.VolumeIncrease,F2_direction,,,,,,
please dial down the level,Cmd.VolumeDecrease,F2_direction,,,,,,
can you lower the sound,Cmd.VolumeDecrease,F2_direction,,,,,,
push up my hearing aids,Cmd.VolumeIncrease,F2_direction,,,,,,
push down the volume,Cmd.VolumeDecrease,F2_direction,,,,,,
would you bring down the sound for me,Cmd.VolumeDecrease,F2_direction,,,,,,
can you show me how to amplify the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the windy program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
use the church program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
what is the way to push up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
use the tv program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
go to my car memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
can you show me how to dial down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i bring down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i dial down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i get to the church setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
can you show me how to soften the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to damp down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i get to the party setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i get to the meeting setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i step down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i cut back the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the church setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i find the car program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
switch to the tv program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i switch to the office program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
explain how to use the office memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i push up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
explain how to use the windy memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i boost the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i find the office program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i crank up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
go to my tv memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i get to the car setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
put me on the party setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
switch to the office program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
explain how to use the quiet memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i pump up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the quiet program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i step up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the music program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i reduce the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i lower the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the office setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i get to the outdoor setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
can you show me how to cut back the volume,Help_Volume,F3_cmd_vs_help,,,,,,
use the office program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i soften the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i find the windy program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i reduce the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the party program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i lift the volume,Help_Volume,F3_cmd_vs_help,,,,,,
go to my quiet memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i raise the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i bring up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i pump up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
explain how to use the tv memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
can you show me how to push down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the music setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
can you show me how to turn down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i cut back the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i lower the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the windy setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
switch to the church program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
go to my party memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
what is the way to reduce the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the tv program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
go to my music memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
put me on the car setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
explain how to use the meeting memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
what is the way to increase the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i find the meeting program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
what is the way to soften the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i push up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i step down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
use the quiet program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i bring down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
go to my meeting memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i turn down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to push up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to step up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
switch to the windy program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
explain how to use the church memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
go to my restaurant memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i find the church program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i push down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
explain how to use the restaurant memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
what is the way to lower the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i dial down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to lift the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to lower the volume,Help_Volume,F3_cmd_vs_help,,,,,,
go to my windy memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
can you show me how to crank up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the church program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i find the quiet program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
use the outdoor program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i decrease the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to pump up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to crank up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to church mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
explain how to use the music memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i damp down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i raise the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to cut back the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to bring up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i get to the windy setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
go to my outdoor memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i damp down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to outdoor mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i get to the office setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i bring up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i step up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the quiet setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
can you show me how to increase the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to step down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to turn up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to turn down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to bring up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the meeting setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i crank up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i boost the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to tv mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
explain how to use the outdoor memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
can you show me how to decrease the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to office mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
use the restaurant program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
use the windy program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
change to music mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
what is the way to boost the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i increase the volume,Help_Volume,F3_cmd_vs_help,,,,,,
explain how to use the party memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i switch to the outdoor program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
change to meeting mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
use the car program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i soften the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i find the music program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
switch to the party program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
explain how to use the car memory,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
what is the way to dial down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to party mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
use the music program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i find the party program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i get to the music setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i get to the quiet setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
what is the way to bring down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to turn up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i get to the tv setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
go to my church memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i get to the restaurant setting,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i amplify the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i turn up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
switch to the music program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
what is the way to push down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to car mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
go to my office memory,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
what is the way to step down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the outdoor setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
use the party program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
put me on the restaurant setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
where do i find the tv program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
can you show me how to boost the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to decrease the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to damp down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
change to quiet mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
change to windy mode,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
what is the way to amplify the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to pump up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
what is the way to raise the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to raise the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the meeting program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
what is the way to step up the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i push down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
where do i find the outdoor program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
where do i find the restaurant program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i lift the volume,Help_Volume,F3_cmd_vs_help,,,,,,
switch to the car program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
use the meeting program,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
how do i switch to the restaurant program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
can you show me how to lift the volume,Help_Volume,F3_cmd_vs_help,,,,,,
put me on the tv setting,Cmd.MemoryChange,F3_cmd_vs_help,,,,,,
can you show me how to reduce the volume,Help_Volume,F3_cmd_vs_help,,,,,,
can you show me how to bring down the volume,Help_Volume,F3_cmd_vs_help,,,,,,
how do i switch to the car program,Help_ChangingMemories,F3_cmd_vs_help,,,,,,
how do i amplify the volume,Help_Volume,F3_cmd_vs_help,,,,,,
increase the tablet brightness,Default Fallback Intent,F4_near_ood,,,,,,
make the laptop louder,Default Fallback Intent,F4_near_ood,,,,,,
make the tv set louder,Default Fallback Intent,F4_near_ood,,,,,,
make the television louder,Default Fallback Intent,F4_near_ood,,,,,,
make the laptop quieter,Default Fallback Intent,F4_near_ood,,,,,,
mute the doorbell,Default Fallback Intent,F4_near_ood,,,,,,
turn the laptop volume down,Default Fallback Intent,F4_near_ood,,,,,,
turn the television volume down,Default Fallback Intent,F4_near_ood,,,,,,
make the tablet louder,Default Fallback Intent,F4_near_ood,,,,,,
make the doorbell louder,Default Fallback Intent,F4_near_ood,,,,,,
make the tv set quieter,Default Fallback Intent,F4_near_ood,,,,,,
increase the phone brightness,Default Fallback Intent,F4_near_ood,,,,,,
mute the television,Default Fallback Intent,F4_near_ood,,,,,,
turn the phone volume up,Default Fallback Intent,F4_near_ood,,,,,,
turn the tablet volume down,Default Fallback Intent,F4_near_ood,,,,,,
increase the speaker brightness,Default Fallback Intent,F4_near_ood,,,,,,
turn the laptop volume up,Default Fallback Intent,F4_near_ood,,,,,,
mute the tablet,Default Fallback Intent,F4_near_ood,,,,,,
make the radio louder,Default Fallback Intent,F4_near_ood,,,,,,
pause the tablet,Default Fallback Intent,F4_near_ood,,,,,,
increase the alarm clock brightness,Default Fallback Intent,F4_near_ood,,,,,,
increase the radio brightness,Default Fallback Intent,F4_near_ood,,,,,,
mute the car stereo,Default Fallback Intent,F4_near_ood,,,,,,
turn the radio volume down,Default Fallback Intent,F4_near_ood,,,,,,
pause the doorbell,Default Fallback Intent,F4_near_ood,,,,,,
mute the tv set,Default Fallback Intent,F4_near_ood,,,,,,
